"title","location","date","lat","long","region"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-09-07",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Consulate General at Batavia 1","Washington","1948-09-08",38.8948932,-77.0365529,"North America"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-09-09",38.8948932,-77.0365529,"North America"
"The Secretary of State to the Embassy in the Netherlands","Washington","1948-09-09",38.8948932,-77.0365529,"North America"
"The Secretary of State to the Embassy in Belgium","Washington","1948-09-09",38.8948932,-77.0365529,"North America"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-09-10",52.07494555,4.26968022053645,"Europe"
"The Ambassador in Belgium (Kirk) to the Secretary of State 1","Brussels","1948-09-10",50.8436709,4.36743669338796,"Europe"
"The Ambassador in Belgium (Kirk) to the Secretary of State","Brussels","1948-09-10",50.8436709,4.36743669338796,"Europe"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-09-10",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-09-11",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-09-13",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-09-13",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-09-13",38.8948932,-77.0365529,"North America"
"The Secretary of State to the Embassy in the Netherlands","Washington","1948-09-14",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-09-15",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-09-16",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Secretary of State","Washington","1948-09-17",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Under Secretary of State (Lovett)","Washington","1948-09-17",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, Prepared in the Office of Far Eastern Affairs","Washington","1948-09-17",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-09-17",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-09-17",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-09-18",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Consulate General at Batavia","Washington","1948-09-18",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-09-19",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-09-19",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-09-20",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-09-20",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-09-20",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-09-21",-6.1753942,106.827183,"Asia and Pacific"
"Memorandum of Conversation, by the Director of the Office of Far Eastern Affairs (Butterworth)","Washington","1948-09-22",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Saigon","Washington","1948-09-22",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-09-23",-6.1753942,106.827183,"Asia and Pacific"
"Memorandum Prepared for the Acting Secretary of State 1","Washington","1948-09-23",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Director of the Office of Far Eastern Affairs (Butterworth)","Washington","1948-09-23",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-09-23",-6.1753942,106.827183,"Asia and Pacific"
"Minutes of the Third Meeting of the United States Delegation, Paris Hotel d’Iéna, September 23, 1948, 9:15 a. m.","Paris","1948-09-23",48.8566101,2.3514992,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-09-23",-6.1753942,106.827183,"Asia and Pacific"
"Memorandum of Conversation, by Mr. G. Hayden Raynor of the Advisory Staff of the United States Delegation","Paris","1948-09-24",48.8566101,2.3514992,"Europe"
"Memorandum of Conversation, by the Chief of the Division of Southeast Asian Affairs (Reed)","Washington","1948-09-24",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-09-25",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-09-25",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-09-25",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-09-26",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-09-26",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State 1","The Hague","1948-09-26",52.07494555,4.26968022053645,"Europe"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-09-27",52.07494555,4.26968022053645,"Europe"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-09-27",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-09-28",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-09-29",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Embassy in France 1","Washington","1948-10-01",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-10-01",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-10-01",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Counselor of the Department of State (Bohlen)1","Paris","1948-10-04",48.8566101,2.3514992,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-10-05",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-10-05",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-10-06",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Embassy in the Netherlands","Washington","1948-10-06",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-10-07",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Acting Chief of the Division of United Nations Political Affairs (Bancroft)","Paris","1948-10-08",48.8566101,2.3514992,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-10-08",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State 1","The Hague","1948-10-08",52.07494555,4.26968022053645,"Europe"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State 1","The Hague","1948-10-08",52.07494555,4.26968022053645,"Europe"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-10-08",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-10-10",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Embassy in the Netherlands 1","Washington","1948-10-10",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-10-11",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-10-11",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-10-12",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-10-12",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-10-13",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-10-12",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-10-12",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Embassy in the Netherlands","Washington","1948-10-12",38.8948932,-77.0365529,"North America"
"The Secretary of State to the Acting Secretary of State","Paris","1948-10-13",48.8566101,2.3514992,"Europe"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-10-13",52.07494555,4.26968022053645,"Europe"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-10-13",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-10-13",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-10-14",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-10-15",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Acting Secretary of State 1","Paris","1948-10-15",48.8566101,2.3514992,"Europe"
"The Acting Secretary of State to the Embassy in France 1","Washington","1948-10-16",38.8948932,-77.0365529,"North America"
"The Secretary of State to the Acting Secretary of State","Paris","1948-10-16",48.8566101,2.3514992,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-10-19",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-10-20",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-10-23",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-10-23",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State 1","The Hague","1948-10-25",52.07494555,4.26968022053645,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-10-26",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-10-28",52.07494555,4.26968022053645,"Europe"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-10-28",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-10-28",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-10-29",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-10-30",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State 1","The Hague","1948-10-30",52.07494555,4.26968022053645,"Europe"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State 1","The Hague","1948-10-30",52.07494555,4.26968022053645,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-11-01",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-11-01",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-11-02",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-11-04",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-11-04",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-11-06",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-11-05",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-11-05",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-11-05",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-11-06",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-11-06",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-11-07",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-11-08",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-11-09",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-11-10",-6.1753942,106.827183,"Asia and Pacific"
"The Secretary of State to the Acting Secretary of State","Paris","1948-11-10",48.8566101,2.3514992,"Europe"
"The Acting Secretary of State to the Embassy in the Netherlands","Washington","1948-11-10",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-11-10",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-11-11",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-11-13",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-11-16",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-11-16",52.07494555,4.26968022053645,"Europe"
"The Acting Secretary of State to the Embassy in France","Washington","1948-11-17",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-11-18",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-11-18",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-11-18",52.07494555,4.26968022053645,"Europe"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-11-18",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-11-19",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-11-19",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-11-20",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in China (Stuart) to the Secretary of State","Nanking","1948-11-21",32.0609736,118.7916458,"Asia and Pacific"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-11-22",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-11-22",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-11-25",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-11-26",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-11-29",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-12-01",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-12-01",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-12-02",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-12-03",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-12-02",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-12-04",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-12-03",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-12-04",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-12-04",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-12-05",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-12-05",-6.1753942,106.827183,"Asia and Pacific"
"The Chargé in the Netherlands (Steere) to the Secretary of State 1","The Hague","1948-12-06",52.07494555,4.26968022053645,"Europe"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-12-06",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-12-06",38.8948932,-77.0365529,"North America"
"The Department of State to the Netherlands Embassy 1","Washington","1948-12-07",38.8948932,-77.0365529,"North America"
"The Netherlands Ambassador (Van Kleffens) to the Acting Secretary of State","Washington","1948-12-07",38.8948932,-77.0365529,"North America"
"The Chargé in the Netherlands (Steere) to the Secretary of State 1","The Hague","1948-12-07",52.07494555,4.26968022053645,"Europe"
"The, Acting United States Representative at the United Nations (Dulles) to the Secretary of State 1","Paris","1948-12-08",48.8566101,2.3514992,"Europe"
"The Chargé in the Netherlands (Steere) to the Secretary of State 1","The Hague","1948-12-08",52.07494555,4.26968022053645,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-12-09",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Embassy in Belgium","Washington","1948-12-09",38.8948932,-77.0365529,"North America"
"The Chargé in the Netherlands (Steere) to the Secretary of State 1","The Hague","1948-12-10",52.07494555,4.26968022053645,"Europe"
"The Netherlands Embassy to the Department of State 1","Washington","1948-12-10",38.8948932,-77.0365529,"North America"
"The Chargé in the Netherlands (Steere) to the Secretary of State 1","The Hague","1948-12-10",52.07494555,4.26968022053645,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-12-11",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-12-12",-6.1753942,106.827183,"Asia and Pacific"
"Memorandum Prepared for the Acting Secretary of State 1","Washington","1948-12-13",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-12-13",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-12-13",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-12-14",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in Belgium (Kirk) to the Secretary of State","Brussels","1948-12-14",50.8436709,4.36743669338796,"Europe"
"The Acting United States Representative at the United Nations (Jessup) to the Secretary of State 1","Paris","1948-12-14",48.8566101,2.3514992,"Europe"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-12-14",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-12-14",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Embassy in Belgium","Washington","1948-12-15",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Acting United States Representative at the United Nations (Jessup) at Paris","Washington","1948-12-15",38.8948932,-77.0365529,"North America"
"The Chargé in the Netherlands (Steere) to the Secretary of State","The Hague","1948-12-16",52.07494555,4.26968022053645,"Europe"
"The Chargé in the Netherlands (Steere) to the Secretary of State","The Hague","1948-12-16",52.07494555,4.26968022053645,"Europe"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-12-16",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-12-16",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-12-18",-6.1753942,106.827183,"Asia and Pacific"
"The Chargé in the Netherlands (Steere) to the Secretary of State 1","The Hague","1948-12-17",52.07494555,4.26968022053645,"Europe"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-12-17",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-12-18",-6.1753942,106.827183,"Asia and Pacific"
"Memorandum of Conversation, by the Director of the Office of Far Eastern Affairs (Butterworth)","Washington","1948-12-18",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-12-18",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-12-18",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-12-18",-6.1753942,106.827183,"Asia and Pacific"
"The Chargé in the Netherlands (Steere) to the Secretary of State 1","The Hague","1948-12-18",52.07494555,4.26968022053645,"Europe"
"The Chargé in the Netherlands (Steere) to the Secretary of State 1","The Hague","1948-12-18",52.07494555,4.26968022053645,"Europe"
"The Acting Secretary of State to the Acting United States Representative at the United Nations (Jessup) at Paris 1","Washington","1948-12-18",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Assistant Chief of the Division of Southeast Asian Affairs (Lacy)","Washington","1948-12-19",38.8948932,-77.0365529,"North America"
"The Ambassador in France (Caffery) to the Secretary of State 1","Paris","1948-12-19",48.8566101,2.3514992,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-12-19",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-12-20",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Acting United States Representative at the United Nations (Jessup) at Paris 1","Washington","1948-12-19",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Acting United States Representative at the United Nations (Jessup) at Paris","Washington","1948-12-19",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Acting Secretary of State","Washington","1948-12-20",38.8948932,-77.0365529,"North America"
"The Ambassador in France (Caffery) to the Secretary of State 1","Paris","1948-12-20",48.8566101,2.3514992,"Europe"
"Memorandum of Conversation, by the Acting Secretary of State","Washington","1948-12-20",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Acting Secretary of State 1","Washington","1948-12-20",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Consulate General at Batavia 1","Washington","1948-12-20",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Acting Secretary of State","Washington","1948-12-21",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 1","Jakarta","1948-12-21",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State 1","The Hague","1948-12-21",52.07494555,4.26968022053645,"Europe"
"The Acting Secretary of State to the Acting United States Representative at the United Nations (Jessup) at Paris 1","Washington","1948-12-23",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Acting United States Representative at the United Nations (Jessup) at Paris 1","Washington","1948-12-23",38.8948932,-77.0365529,"North America"
"Memorandum by the Director of the Office of United Nations Affairs (Rush) to the Acting Secretary of State","Washington","1948-12-24",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by the Acting Secretary of State","Washington","1948-12-24",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Embassy in the United Kingdom 1","Washington","1948-12-24",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the Acting United States Representative at the United Nations (Jessup) at Paris","Washington","1948-12-24",38.8948932,-77.0365529,"North America"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-12-24",52.07494555,4.26968022053645,"Europe"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-12-25",-6.1753942,106.827183,"Asia and Pacific"
"The Chargé in the United Kingdom (Holmes) to the Secretary of State 1","London","1948-12-25",51.5073219,-0.1276474,"Europe"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-12-26",52.07494555,4.26968022053645,"Europe"
"The Acting Secretary of State to the Embassy in France","Washington","1948-12-26",38.8948932,-77.0365529,"North America"
"The Chargé in Pakistan (Lewis) to the Secretary of State","Karachi","1948-12-27",25.1446897,67.1847767315734,"Asia and Pacific"
"Memorandum by Mr. Soemitro Djojohadikoesoemo to the Acting Secretary of State","New York","1948-12-27",40.7127281,-74.0060152,"North America"
"The Ambassador in France (Caffery) to the Secretary of State 1","Paris","1948-12-27",48.8566101,2.3514992,"Europe"
"The Acting Secretary of State to the Acting United States Representative at the United Nations (Jessup) at Paris 1","Washington","1948-12-27",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1948-12-28",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in France (Caffery) to the Secretary of State 1","Paris","1948-12-28",48.8566101,2.3514992,"Europe"
"The Ambassador in the Netherland (Baruch) to the Secretary of State","The Hague","1948-12-29",52.07494555,4.26968022053645,"Europe"
"The Acting Secretary of State to the Embassy in the Soviet Union","Washington","1948-12-30",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to Certain Diplomatic and Consular Officers Abroad 1","Washington","1948-12-31",38.8948932,-77.0365529,"North America"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-12-31",52.07494555,4.26968022053645,"Europe"
"The Ambassador in the Netherlands (Baruch) to the Secretary of State","The Hague","1948-12-31",52.07494555,4.26968022053645,"Europe"
"The Acting Secretary of State to the Consulate General at Batavia","Washington","1948-12-31",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1949-01-03",-6.1753942,106.827183,"Asia and Pacific"
"Memorandum of Conversation, by the Acting Assistant Chief of the Division of South Asian Affairs (Sparks)1","Washington","1949-01-03",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State 2","Jakarta","1949-01-03",-6.1753942,106.827183,"Asia and Pacific"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1949-01-04",-6.1753942,106.827183,"Asia and Pacific"
"Memorandum of Conversation, by the Acting Secretary of State","Washington","1949-01-04",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1949-01-04",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the Consul General at Batavia (Livengood)","Washington","1949-01-05",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Secretary of State","Jakarta","1949-01-06",-6.1753942,106.827183,"Asia and Pacific"
"The Acting Secretary of State to the United States Representative at the United Nations (Austin)","Washington","1949-01-06",38.8948932,-77.0365529,"North America"
"The Acting Secretary of State to the United States Representative at the United Nations (Austin)","Washington","1949-01-06",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Acting Secretary of State 1","Jakarta","1949-01-07",-6.1753942,106.827183,"Asia and Pacific"
"Memorandum by the Director of the Office of Far Eastern Affairs (Butterworth) to the Counselor of the Department (Bohlen)","Washington","1949-01-07",38.8948932,-77.0365529,"North America"
"The Consul General at Batavia (Livengood) to the Acting Secretary of State","Jakarta","1949-01-08",-6.1753942,106.827183,"Asia and Pacific"
"The British Embassy to the Department of State 5","Washington","1949-01-10",38.8948932,-77.0365529,"North America"
